gene_name	A1	A2	A3	AV1	AV2	AV3
Sod1	634	1040	958	803.983	826	1189
Sod2	1934.051	2831.175	2175.002	1860.929	2709.752	3090.398
Sod3	18	67	49	25	58	42
Soga1	926	1183	901	1280	1334	1904
Soga3	0	0	2	0	0	0
Sohlh1	0	0	0	0	0	0
Sohlh2	0	0	0	0	0	0
Son	5460.999	6678.999	6034.001	7461.999	6848	9483
Sorbs1	56	62.999	76	47	36	76
Sorbs2	0	0	1	1	1	1
Sorbs2os	0	0	0	0	0	0
Sorbs3	861	1134	1121	1198	1482	1778.001
Sorcs1	0	0	0	0	0	0
Sorcs2	7	1	0	9	2	2
Sorcs3	0	0	0	0	0	0
Sord	464.924	642.846	565.962	650.834	748.944	966.858
Sorl1	72	84	104	44	36	80
Sort1	17566.689	22327.204	20743.112	21257.253	23426.396	32391.651
Sos1	423	498	463	561	543	724
Sos2	311	431	417	362.001	417	534
Sost	2	3	7	6	10	3
Sostdc1	0	0	1	0	0	0
Sowaha	4	0	2	3	1	2
Sowahb	27	31	26	57	46	59
Sowahc	1136	1415	1129	1231	1129	1530
Sowahd	8	15	12	29	28	30
Sox1	0	0	0	0	0	0
Sox10	5	0	0	0	2	0
Sox11	2	1	1	6	1	9
Sox12	4	12	23	7	3	6
Sox13	23	17	15	18	19	16
Sox14	0	0	0	0	0	0
Sox15	1	1	0	0	0	0
Sox17	9	4	9	23	10	10
Sox18	7	3	8	1	2	9
Sox1ot	0	0	0	0	0	0
Sox2	0	0	5	0	0	1
Sox21	1	0	0	0	0	0
Sox2ot	0	0	0	0	0	0
Sox3	0	0	0	0	0	0
Sox30	0	3	0	1	0	1
Sox4	4	16	241	16	20	19
Sox5	1	0	1	0	0	1
Sox5it	0	0	0	0	0	0
Sox5os1	0	0	0	0	0	0
Sox5os2	0	0	0	0	0	0
Sox5os3	0	0	0	0	0	0
Sox5os4	0	0	0	0	0	0
Sox5os5	0	0	0	0	0	0
Sox6	0	2	10	1	0	0
Sox6os	0	0	0	0	0	0
Sox7	24	49	39	37	32	33
Sox8	0	0	0	0	1	0
Sox9	1	1	22	0	2	3
Sp1	1209	1590	1473	1473	1493	1957
Sp100	304.997	340	307.001	358.001	418.94	474
Sp110	430.908	643.912	564.875	590.923	636.013	863.92
Sp140	404.342	657.234	536.319	562.39	800.251	810.792
Sp140l1	4.125	2.05	3.053	4.215	6.078	5.094
Sp140l2	19.939	11.634	34.047	18.224	39.829	39.595
Sp2	262.796	319.17	298.017	314.566	334.477	419.904
Sp3	657	861.999	964	894	914.001	1187.999
Sp3os	8	21	14	12.001	20.001	25
Sp4	138	180	212	197	197	218
Sp5	0	0	1	0	0	0
Sp6	2	6	1	2	4	2.618
Sp7	0	1	0	0	1	0
Sp8	0	0	4	0	0	0
Sp9	0	0	3.957	1	0	1.045
Spa17	0	6	9	4	2	7
Spaar	0	0	0	6	0	1
Spaca1	0	0	0	1	0	0
Spaca3	0	0	0	0	0	0
Spaca4	0	0	0	1	0	0
Spaca5	0	0	0	0	0	0
Spaca6	88	82	104	99	133	153
Spaca7	0	0	0	0	0	0
Spaca7b	0	0	0	0	0	0
Spaca9	25	39	41	18	35	49
Spacdr	503	820	646.001	671.001	722	936
Spag1	46	45.999	54	67.999	58	89
Spag11a	0	0	0	0	0	0
Spag11b	32	48	58	74	102	140
Spag16	0	0	1	1	0	2
Spag17	0	0	1.011	1.122	0	0
Spag17os	0	0	0	0	0	0
Spag4	0	2	3	2	2	2
Spag5	66	95	106	133	149	179
Spag6	1	1	0	1	2	0
Spag6l	0	3	0	0	0	2
Spag7	231.001	389	327	332	376.001	456
Spag8	0	0	0	0	0	0
Spag9	3482	4602.999	3566	5208.999	5929.998	6896.001
Spam1	0	0	0	0	1	0
Spanxn4	0	0	0	0	0	0
Sparc	100	180	124	130	203	138
Sparcl1	79	177	148	116	131	180
Spart	161	246	198	202.999	228	349.001
Spast	447	560	506	584	569	798
Spata1	13	23.045	21.827	28.07	12.013	38
Spata13	185	386	203	88	286	239.999
Spata16	0	0	0	0	0	0
Spata17	0	0	0	0	0	0
Spata18	3	1	2	1	0	4
Spata19	0	0	0	0	0	0
Spata2	627	785	685.914	892	832	1234.981
Spata20	0	0	0	0	0	0
Spata21	1	1	0	0	1	1
Spata22	0	0	1	0	0	0
Spata24	3	2	2	8	4	8
Spata25	8.514	2.784	3	4.214	2.813	6
Spata2l	55.857	66.695	78.734	108.387	70	118.168
Spata3	0	0	1	0	0	0
Spata31	0	0	0	0	0	0
Spata31d1a	0	0	0	0	0	0
Spata31d1b	0	0	0	0	0	0
Spata31d1c	0	0	0	0	0	0
Spata31d1d	1	1	0	4	1	2
Spata31e1	0	0	0	0	0	0
Spata31f1a	0	0	0	0	0	0
Spata31f1b	0	0	0	0	0	0
Spata31f1c	0	0	0	0	0	0
Spata31f1d	0	0	0	0	0	0
Spata31f3	0	0	0	0	0	0
Spata32	0	0	0	0	2	0
Spata33	0	2	2	2	4	3
Spata4	0	0	0	0	0	0
Spata45	0	0	0	0	0	0
Spata46	0	0	0	0	1	0
Spata48	3	1	0	3	1	3
Spata6	283.999	438.001	373	344.999	395.001	621
Spata6l	4	3.009	1	1	3	7
Spata7	6	16	22	8	10	11
Spata9	0	1	1	1	0	0
Spatc1	0	2	3	0	1	0
Spatc1l	0	0	0	0	1	1
Spats1	1	3.064	0	0	1.81	0
Spats2	8	24	20	15	24	29
Spats2l	4	2	21	5	3	4
Spc24	19	41.001	46	69	48	74
Spc25	49	57	57.999	64	103.001	112
Spcs1	560.656	842	761.999	906	808.063	1003.347
Spcs2	1454	2668	2081	1992	2043	2987
Spcs2-ps	3	3	2	0	4	2.001
Spcs3	1293	2025	1804	1951	2213	2711
Spdef	0	0	1	2	2	2
Spdl1	36	61	67	53	75	96
Spdya	4.629	6.317	7.085	10.753	11.457	5.379
Spdye4a	0	0	0	0	0	0
Spdye4b	0	0	0	0	0	0
Spdye4c	0	0	0	0	0	0
Specc1	968	1287	1044	1126	1103.002	1626
Specc1l	502	688	577.999	574	674.999	921.001
Speer1	0	0	0	0	0	0
Speer2	0	0	0	0	0	0
Speer3	0	0	0	0	0	0
Speer4a	0	0	0	0	0	0
Speer4b	0	0	0	0	0	0
Speer4c	0	0	0	0	0	0
Speer4cos	0	0	0	0	0	0
Speer4d	0	0	0	0	0	0
Speer4e	0	0	0	0	0	0
Speer4f1	0	1	0	0	0	0
Speer4f2	0	0	0	0	0	0
Speer5-ps1	0	0	0	0	0	0
Speer6-ps1	0	0	0	0	0	0
Speer9-ps1	0	0	0	0	0	0
Spef1	442	469	519	554	505	692
Spef1l	0	0	0	0	1	1
Spef2	19	18.999	24	26	25	41
Speg	31	43	52	50	52	35
Spem1	0	0	0	0	0	0
Spem2	0	1	0	0	0	0
Spem3	0	1	0	0	0	2
Spen	1494.001	1636	1444	1792	1594.999	2428
Spesp1	0	0	0	0	1	0
Spg11	615.421	845.55	717.689	752.285	879.468	1194.15
Spg21	981	1405	1340	1209.999	1270	1662
Spg7	619.001	937	917	931.999	924.001	1329.999
Sphk1	13	28.001	49	62	185.999	91.101
Sphk2	411.456	504.022	442.212	504.585	517.308	722.384
Sphkap	0	0	0	0	0	0
Spi1	3999	6322	5301	5541	5672.001	7758.001
Spib	8	6	2	9	1	7
Spic	0	0	6	7	6	3
Spice1	84.001	108	96.999	103	80	141
Spidr	195.507	276.152	241.908	276.652	310.474	424.805
Spin1	855	1189	951	1236	1079	1498
Spin2-ps1	0	0	0	0	0	0
Spin2-ps2	0	0	0	0	0	0
Spin2-ps3	0	0	0	0	0	0
Spin2-ps4	0	0	0	0	0	0
Spin2-ps6	0	0	0	0	0	0
Spin2c	0	2	0	0	0	0
Spin2d	0	0	0	0	0	0
Spin2e	0	0	0	0	0	0
Spin2f	0	0	0	0	0	0
Spin2g	0	0	0	0	0	0
Spin3-ps	0	0	0	0	0	0
Spin4	0	1	0	2	1	2
Spindoc	60.738	128.34	100.856	124.791	142.828	150.552
Spink1	0	0	0	0	0	0
Spink10	0	0	0	0	0	0
Spink11	0	0	0	0	0	0
Spink12	0	0	0	0	0	0
Spink13	0	0	0	0	0	0
Spink14	0	0	0	0	0	0
Spink2	0	1	0	1	0	0
Spink4	0	0	0	0	0	0
Spink5	1	1	0	2	1	1
Spink6	0	0	0	0	0	0
Spink7	0	0	0	0	0	0
Spink8	0	0	0	0	0	0
Spinkl	0	0	0	0	0	0
Spint1	467	742	530.001	697	874.001	932
Spint2	58	109	95	106	89	139
Spint3	0	0	0	0	0	0
Spint4	0	0	0	0	0	0
Spint5	0	0	0	0	0	0
Spire1	882	1195	1063.001	1179.999	1314	1912
Spire2	0	0	5	4	0	0
Spn	693	828.001	826	959	1104	1393
Spn-ps	0	0	0	0	0	0
Spns1	2792.001	3533.999	3759.001	4276	2274	5367
Spns2	29	21	26	21	15	33.001
Spns3	1	0	0	0	0	0
Spo11	0	0	0	0	0	0
Spocd1	0	0	0	0	0	0
Spock1	0	0	1	0	0	0
Spock2	12	26	24	23	30	25
Spock3	0	0	2	0	0	0
Spon1	29	42	63	32	85	54
Spon2	5	19	9	18	6	8
Spop	1778	2560	2392	2155	2040	3025
Spopfm1	0	0	0	0	0	0
Spopfm2	0	0	0	0	0	0
Spopfm3	0	0	0	0	0	0
Spopl	238.675	304.83	284.122	277.753	321.939	354.151
Spout1	196.944	286.119	296.29	227.943	232.82	364.017
Spp1	4258.188	7186.824	7203.044	8747.683	17519.862	9923.58
Spp2	0	0	0	0	0	0
Sppl2a	2037	3012	2644	2882	3165.999	4079.001
Sppl2b	276.001	349.001	383	331	320.001	525
Sppl2c	0	0	0	0	0	0
Sppl3	459	579.001	551.984	638	537	868
Spr	231.999	381.001	304	353	329	420
Spr-ps1	0	0	0	0	0	0
Spred1	249	325	263	213	381	394
Spred2	225	272	297	299	328	444
Spred3	6	16	7	17	10	17
Spring1	352	417	417	521	441	613
Sprn	0	0	0	0	0	0
Sprr1a	1	1	1	0	0	0
Sprr1b	0	0	0	0	0	0
Sprr2a1	0	0	0	0	0	0
Sprr2a2	0	0	0	0	0	0
Sprr2a3	0	0	0	0	0	0
Sprr2b	0	0	0	0	0	0
Sprr2c-ps	0	0	0	0	0	0
Sprr2d	0	0	0	0	0	0
Sprr2e	0	0	0	0	0	0
Sprr2f	0	0	0	0	0	0
Sprr2g	0	0	0	0	0	0
Sprr2h	0	0	0	0	0	0
Sprr2i	0	0	0	0	0	0
Sprr2j-ps	0	0	0	0	0	0
Sprr2k	0	0	0	0	0	0
Sprr3	0	0	0	0	0	0
Sprr4	0	0	0	0	0	0
Sprr5	0	0	0	0	0	0
Sprtn	636.452	772.251	671.432	759.215	821.486	1030.23
Spry1	35	47.996	61	64	68	64.997
Spry2	4	17	18	12	21	4
Spry4	7	11	8	19	14	11
Spryd3	656	939	1003	895.001	876	1177
Spryd4	82	174	152	163	152	194
Spryd7	173	256	288	232	224	256
Spsb1	45	45	65	58	94	65
Spsb2	198	301	295.001	319.999	305	348
Spsb3	281.97	396.226	323.83	374.323	318.4	465.781
Spsb4	2	3	0	2	1	0
Spta1	8	8	4	1	1	1
Sptan1	4201.001	5460	4505.002	5692	5991	7970.001
Sptb	16	18	21	38	18	32
Sptbn1	1803	2566	2154.999	2317	2199	3296.999
Sptbn2	8	9	16.001	4.996	4	10
Sptbn4	1	3	2	6	5	4
Sptbn5	37.69	41.499	51.581	94.223	58.246	94.297
Sptlc1	648	922	784	852	873	1202
Sptlc2	3543.001	4672	4405	4070	3882	5441.999
Sptlc3	0	0	0	0	0	0
Sptssa	348	716	576	532	659	756
Sptssb	0	0	0	0	0	0
Spty2d1	1026.217	1333.213	1147.81	1759	1785.305	2215
Spx	2	4	6	8	5	5
Spz1	0	0	0	0	0	0
Sqle	338	611	473	402	844	722
Sqor	559	945	745	764.001	833	1058
Sqstm1	13311.692	18885.465	13031.769	15318.992	18188.774	25035.149
Sra1	396	638	535	566.999	604	769
Srarp	0	0	0	0	0	0
Srbd1	128	194	186	171	213	238.999
Src	28	24	22	52	73.001	78
Srcap	1512.075	1792.015	1577.909	1684.364	1854.369	2466.66
Srcin1	3	0	1	3	0	0
Srd5a1	4	10.903	7.509	16	17	9.945
Srd5a2	0	0	0	0	0	0
Srd5a3	593	865	833.001	927	970	1187
Srebf1	1422	2133	2198	2059.002	2293.002	2938.999
Srebf2	1947	2770.999	2357	2493	3182	3519.001
Srek1	603	761.999	719	836.999	799	1092.999
Srek1ip1	179	228	231	196	226	296
Srf	357	454	446	501	503	695.001
Srfbp1	199	319	259.001	299	315.999	410
Srgap1	6	7	16	12	5	11
Srgap2	987.001	1145	1243	1247	1185.001	1817.001
Srgap3	36	60	61	45	36	66
Srgn	1847	2992	2668	3109	3657	3568
Sri	1381	2137	2069.001	1853.999	2032	2713
Srl	5	4	4	4	3	6
Srm	282	440	376	412	427	540
Srms	1	2	0	3	0	3
Sros1	4	5	3	2	12	1
Srp14	708	1108	967	929	978	1215
Srp19	254.001	440.999	354	440	371.001	572
Srp54a	765.875	1085.93	975.095	1595.945	1908.592	2433.056
Srp54b	642.285	1089.521	721.425	2039.824	2119.634	2294.033
Srp54c	579.841	876.548	908.481	866.233	883.776	1135.911
Srp68	796	1169	1089	1294	1228	1641
Srp72	1261.999	1868.999	1590.001	1629	1797.999	2541.999
Srp9	642.982	933.986	777.982	975.593	847.999	1154.994
Srpk1	886.999	1244.432	1214.001	1234.416	1203.999	1685.001
Srpk2	656.931	747.87	771.793	910.33	891.413	1201.775
Srpk3	0	4	3	1	4	6
Srpr	1343.985	1720.884	1683.991	1849.979	2167.971	2344.978
Srprb	562	788	689	719	871	1136
Srpx	0	1	1	1	2	1
Srpx2	0	0	0	0	0	0
Srr	119.919	141.756	157.643	132.285	174.935	160.521
Srrd	64.084	159.248	146.188	126.383	152.348	218.956
Srrm1	1966.001	2615.999	2433	2935	2773.001	3936.001
Srrm2	7932.997	9778	8032.001	10240.985	10519.993	15143.996
Srrm3	1	0	0	1	1	0
Srrm3os	0	0	0	0	0	0
Srrm4	1	0	0	0	0	0
Srrm4os	0	0	0	0	0	0
Srrt	1361.999	1941.999	1790.001	2007.998	1949.001	2792.999
Srsf1	1703.413	2587.979	2642.824	2021.795	2357.491	2983.468
Srsf10	955	1323.913	1201.859	1304.941	1357.991	1652.704
Srsf11	1490.999	2120.001	2067.001	2368.001	1941	3440
Srsf12	0	0	0	3	0	2
Srsf2	2848.985	3635.68	3378.422	3991.665	3720.673	4954.865
Srsf3	2225.557	3243.47	2692.381	3044.935	3141.535	3821.993
Srsf3-ps	3.235	1.201	0	3.33	1.097	4.465
Srsf4	835.377	1102.465	1072.805	1072.542	919.026	1357.73
Srsf5	8613.752	12522.783	11055.609	11494.69	10518.692	13971.864
Srsf6	3036	3885.999	3764	4262.999	3723	5511
Srsf7	860.999	1368	1271	1266	1161	1701
Srsf9	466	747.999	682	583	658	882
Srsx	0	0	0	0	0	0
Srsy	0	0	0	0	0	0
Srxn1	1587	2218	1894	2357.999	3343	3607
Sry	0	0	0	0	0	0
Ss18	651.999	900.992	792.992	834	996.999	1200.998
Ss18l1	71	75	74	98	78	126
Ss18l2	54.999	85.001	92	86.001	86	103
Ssb	1432	2055.966	1795	1922.874	2013.08	2469.743
Ssbp1	107.001	188	138	144.001	153.999	281
Ssbp2	4	7	9	1	3	4
Ssbp3	210	263	286	297	298	409
Ssbp4	517.003	793	744.999	592	662.999	1001
Ssc4d	3	3	7	7	4	2
Ssc5d	3	1	6	12	1	7
Ssh1	259.999	371	332	333.999	373	575
Ssh2	1232	1326	1241.999	1656.001	1563	2071
Ssh3	904.998	1276	1278.999	1359.001	1306	1782
Ssmem1	1	0	0	0	0	0
Ssna1	259.999	513	392.999	417	381	551
Sspn	88	77	82	90	116	155
Sspnos	0	0	0	0	0	0
Sspo	2	1	3	1	6	3
Ssr1	2125	3130	2630	3018	3335	4089
Ssr2	694	1116	879	1146.999	1045.001	1316
Ssr3	2175	3043	2730	3426	3622	4374.999
Ssr4	424	874.999	763	822.001	714	1169.999
Ssrp1	1170	1818	1640.001	1649	1812	2500.001
Sst	0	0	0	0	0	0
Sstr1	0	0	0	0	0	0
Sstr2	1	0	1	2	3	5
Sstr3	0	0	0	0	0	0
Sstr4	6	9	16	20	18	33
Sstr5	1	0	1	0	3	0
Ssty1	0	0	0	0	0	0
Ssty2	0	0	0	0	0	0
Ssu2	0	0	0	0	0	0
Ssu72	690.163	1149.211	923.291	974.483	955.867	1340.195
Ssx2ip	39.001	57	45	49	53	80
Ssx9	0	0	0	0	0	0
Ssxa1	0	0	0	0	0	0
Ssxb1	0	0	0	0	0	0
Ssxb10	0	0	0	0	0	0
Ssxb2	0	0	0	0	0	0
Ssxb3	0	0	0	0	0	0
Ssxb5	0	0	0	0	0	0
Ssxb6	0	0	0	0	0	0
Ssxb8	0	0	0	0	0	0
Ssxb9	0	0	0	0	0	0
St13	2215.999	3375	3112	2967	3208.999	4278
St14	8	17	4	11	17	9
St18	0	0	0	0	0	0
St3gal1	2635.001	3870	3600	3509.001	3990.999	4359
St3gal2	79	151	145	135	149	155
St3gal3	163.001	261.001	231	214	183.999	319.999
St3gal4	520.996	831	701	872.996	953	1168
St3gal5	11	5	5	4	9	4
St3gal6	10.306	38.646	50.78	14	21.619	27.318
St6gal1	518	581.997	828.999	489	632	966
St6gal2	0	0	0	0	0	0
St6galnac1	0	0	0	0	0	0
St6galnac2	5.558	18.066	4	22.19	4.299	14.263
St6galnac3	4	3	4	4	3	5
St6galnac4	265	442	314	440	633	574.999
St6galnac5	0	0	1	0	0	1
St6galnac6	223.001	294	307	271	228	252
St7	1153.956	1562	1905	1708.019	1481.001	2106
St7l	377.001	491	464.039	535.009	509	682.001
St8sia1	0	0	1	0	0	2
St8sia2	0	0	1	3	1	2
St8sia3	0	0	0	0	0	0
St8sia3os	0	0	0	0	0	0
St8sia4	159	303	143	196	228	217
St8sia5	0	0	0	0	0	0
St8sia6	2	2	1	0	1	3
Stab1	61	47	41.001	38.068	32	65
Stab2	0	1	0	3	1	6
Stac	0	0	0	1	0	0
Stac2	56	143	126	196	179	212
Stac3	7	5	10	14	1	8
Stag1	758	950	915.001	1016	927	1291.001
Stag2	1577.999	1978	1874	2025	2137	2655
Stag3	2	1	4	2	2	1
Stam	232.999	242.001	222.001	306	278	411
Stam2	487	704	569	601	693	949
Stambp	181	263	256	236	279	346.001
Stambp-ps1	0	1	2	1	0	1
Stambp-ps2	0	0	0	0	0	0
Stambpl1	76.999	108.001	171.999	122	126	156
Stamos	6.16	3.076	0	2	5.261	2
Stap1	201	407.999	301	318	507.001	440.001
Stap2	39	56	69	48.999	51	65
Star	64	79	71	77	69	105
Stard10	8	7	33	16	7	11
Stard13	13	15	15	10	13	28
Stard3	477	752	630.999	693.998	765	1018
Stard3nl	250.001	425	406.001	417	383	564
Stard4	401	519	395	424	797.999	612.001
Stard5	726.043	998.145	1105.202	891.337	792.712	1269.985
Stard6	13	21	14	18	26	20
Stard7	652	901	761	777	799	1082.999
Stard8	144	115	136	132	146	164
Stard9	598.47	601.429	465.534	588.948	615.546	843.113
Stat1	1607.492	1945	1908.001	1806.906	2423.011	2866.582
Stat2	406.001	552.999	547	674	637	857.999
Stat3	3663.998	4682.999	4062	5332.999	5663	6865.001
Stat4	6.769	4	7	3.432	0	5.601
Stat5a	614.896	894.711	797.46	799.223	768.446	1246.636
Stat5b	745.104	872.291	802.54	817.777	827.554	1105.364
Stat6	2972	4324	4103	4078	4345	5687
Stau1	809	1099	1079	1027	1138.001	1531.001
Stau2	52	112	93.001	119	119	166
Stbd1	40	61	39	56	59	72
Stc1	1	2	7	0	4	2
Stc2	2	2	1	1	0	1
Steap1	0	0	0	0	1	0
Steap2	1	1	1	0	1	2
Steap3	172	149	134	68	71	124
Steap4	3	19	12	14	7	16
Steep1	316.991	520.987	475	496	533.995	772.053
Stfa1	5	0	2	0	0	0
Stfa2	0	0	0	0	0	0
Stfa2l1	1	4	6	0	1	1
Stfa3	0	0	0	0	0	0
Stil	33	29	42	38	90	81
Stim1	959	1405	1228	1184	1201.001	1557.999
Stim2	287.999	430	342	364	335	531
Stimate	113	167	149.999	144	162	173
Sting1	379	557	511.999	544	603.001	675
Stip1	974	1385	1392.979	1315	1589	1853
Stk-ps1	0	0	0	0	0	0
Stk-ps2	0	0	0	0	0	0
Stk10	6036	7731	7763	7729	4913	10956
Stk11	1350.956	1901.898	1825.998	2162.899	1927	2737.959
Stk11ip	487	645	617.001	608.999	609	798.999
Stk16	391.307	587.876	554.516	535.275	509.394	714.511
Stk17b	1537	1954	2072	2348	3433	3199
Stk19	301.001	420	440	475	434.999	581.984
Stk19-ps1	1	1	0	0	0	2.016
Stk24	2462	3066	3310	3318	3735	4809.999
Stk25	714.182	1163.45	1210.99	1132.584	1123.758	1492.907
Stk26	7	3	7	2	8	5
Stk3	242	313	228	286	307	402
Stk31	0	0	2	0	0	0
Stk32a	0	0	0	0	2	0
Stk32b	0	0	1	0	0	0
Stk32c	5	11	8	9	7	7
Stk33	2	0	0	0	0	2
Stk35	664.771	851.627	898.848	935.685	581.907	1222.51
Stk35os1	10.229	15.373	6.152	18.315	8.092	11.49
Stk36	3	5	17	14	8	15
Stk38	1485.001	1956.001	2006.001	1931	1947.001	2785
Stk38l	265.974	451.997	386.959	445.991	864	577
Stk39	59	102	66	36	25	85
Stk4	1432	1863.999	1677	2005	1866	2614
Stk40	2050	3045	2648	3011.999	3714	4259.001
Stkld1	2	1	2	5	1	2
Stmn1	333.799	603.376	459.615	619.903	834.906	997.38
Stmn1-rs1	0	0	0	0	0	0
Stmn2	10	8	25	7	3	14
Stmn3	0	0	0	0	0	0
Stmn4	1	3	0	2	1	2
Stmnd1	0	0	0	0	0	1
Stmp1	224.395	423.971	412.855	374.405	428.839	463.739
Stn1	122	215	194	206	215	298.001
Stom	3960	5462	5231	5669	5787	7477
Stoml1	90.001	132.001	148	125	122	192
Stoml2	258.001	518	466	438	444.999	663
Stoml3	0	1	1	2	0	0
Ston1	19	16	11	11	3	10
Ston2	12	11	4	13	7	10
Stox1	0	0	0	0	0	1
Stox2	6	2	4	11	7	4
Stpg1	0	3	1	0	1	2
Stpg2	0	0	0	0	0	0
Stpg3	2	0	0	0	1	0
Stpg4	0	0	0	0	0	0
Stra6	0	0	0	0	0	0
Stra6l	146.001	183	288	212.001	482.001	296
Stra8	0	0	0	0	0	0
Strada	126	157.008	199.097	186.1	176	235.156
Stradb	116	155.999	173	166	189	221
Strap	1106.999	1556	1437	1571	1791	2245
Strbp	33	51	108.999	83	77.999	113
Strc	1	1	1	1	9	6
Strip1	419	566.999	502	630.999	609	781
Strip2	10	12	20	13	18	28
Strit1	0	0	0	0	0	0
Strn	855	1121	900	1079	1190	1507
Strn3	545	628	513	704	889	1052
Strn4	685	946	911.001	920	928	1382.001
Sts	119	187	148	190	185	246
Stt3a	2183	3291.999	2912	3277.001	3299.999	4402.001
Stt3b	2217	3266	3078	3170	3408	4469
Stub1	540.009	817.53	783.322	867.366	739.079	994.259
Stum	4	1	4	10	0	5
Stx11	45	72	46	35	30	34
Stx12	945	1389	1174	1602	1668	2167
Stx16	416	607	576	565	627	867
Stx17	336	344	379	428	392	517
Stx18	233.458	351.56	281.773	346.943	341.025	455.86
Stx19	3	2	0	0	1	6
Stx1a	3	1	2	5	2	3
Stx1b	26	26	25	17.004	35	38
Stx2	123	216	203	202	165	255
Stx3	516.001	561	525.001	709	782	949
Stx4a	1023.997	1504.001	1430.001	1483	1402.999	1790
Stx5a	583.688	803.451	739.252	890.262	962.708	1245.286
Stx6	1059	1717.001	1473	1646.001	1799.001	2325.999
Stx7	2271.999	2901	3026	2861	3034	3869.999
Stx8	281	362	360.999	367	373.001	507
Stxbp1	88	133	132	133	147	186.999
Stxbp2	2701.001	3810.999	3758	3967	3633.981	5013.001
Stxbp3	895	1233.989	1365	1587.994	1327.99	1952.995
Stxbp3-ps	1	3.011	4	2.005	3.01	2.004
Stxbp4	18	22	23	22	21	34
Stxbp5	116	151	134	199	217	229
Stxbp5l	0	0	0	0	0	3
Stxbp6	7	15	13	6	5	6
Styk1	0	0	1	0	0	1
Styx	233.798	318.518	239.479	276.457	296.752	367.278
Styx-ps	12.429	18.69	16.584	18.945	30.483	42.127
Styxl1	0	1	0	0	0	0
Styxl2	3	13	5	4	2	7
Sub1	990.999	1471	1130.999	1537.001	1421	1664
Sucla2	468	701	641	673	623	912.001
Suclg1	438	660.999	583	611	614	866
Suclg2	396.945	450.9	408.982	490.994	531.953	732.885
Sucnr1	0	0	0	0	0	0
Suco	408	481.844	490	636	708	758.673
Suds3	672	1034.001	876.999	938	914.999	1522.001
Sufu	160	201	179.999	196.001	182	292.001
Sugct	1	4.111	3	6.019	0	4.001
Sugp1	381	539	479	556	519	700.001
Sugp2	302.797	399.5	412.854	414.924	352.84	578.649
Sugt1	400	681.001	590	578	637	883.999
Sulf1	13	26	14	13	10	17
Sulf2	5545	8642	7744.999	7374.001	8128.998	11492
Sult1a1	9	18	14	12	9	14
Sult1b1	0	0	0	0	0	0
Sult1c1	0	0	0	0	0	0
Sult1c2	1	0	0	0	0	0
Sult1c2-ps1	0	0	0	0	0	0
Sult1c2-ps2	0	0	0	0	0	0
Sult1d1	0	0	0	0	0	1
Sult1e1	0	0	0	0	0	0
Sult2a-ps1	0	0	0	0	0	0
Sult2a-ps2	0	0	0	0	0	0
Sult2a-ps3	0	0	0	0	0	0
Sult2a-ps4	0	0	0	0	0	0
Sult2a1	0	0	0	0	0	0
Sult2a2	0	0	0	0	0	0
Sult2a3	0	0	0	0	0	0
Sult2a4	0	0	0	0	0	0
Sult2a5	0	0	0	0	0	0
Sult2a6	0	0	0	0	0	0
Sult2a7	0	0	0	0	0	0
Sult2a8	0	0	0	0	0	0
Sult2b1	224	276	416	140.001	104	161.999
Sult3a1	0	0	0	0	0	0
Sult3a2	0	0	0	0	0	0
Sult4a1	75	68	77	72	91	98
Sult5a1	0	0	0	0	1	2
Sult6b1	2	4	1	3	3	3
Sult6b2	0	0	0	0	0	0
Sumf1	1011	1358	1383.999	1318	1443	2040
Sumf2	82	149	124.001	122	153	186.987
Sumo1	829	1255	1140.975	1210	1158	1484
Sumo2	1169.853	1820.165	1802.395	1730.607	1724.878	2232.997
Sumo3	743.871	1185.851	1017.372	1032.1	1130.414	1500.999
Sun1	621	460	434.999	812	804.002	1094.001
Sun2	2824	4110	3538.001	3753.986	3593	4978
Sun3	0	0	0	0	0	0
Sun5	0	0	0	0	0	0
Suox	83	145	130	142	128	166
Supt16	1250.861	1823.675	1530.614	1677.114	1830.415	2278.735
Supt20	546.999	699	703	793	850	1084.999
Supt20-ps	0	0	0	0	0	0
Supt3	78	125	136	130	126	185.001
Supt4a	304	525	522.917	522.001	409	587.936
Supt4b	0	0	6.083	1	0	4.065
Supt5	1957.974	2707.402	2439.906	2867.004	2825.665	3899.001
Supt6	2037.341	2877.202	2416.314	2743.801	2792.159	3946.579
Supt7l	136.999	190.999	188.001	194	199.999	280.001
Supv3l1	148.253	228.162	227.497	212.931	240.307	287.137
Surf1	169	246	217.045	256	208.999	326.001
Surf2	242.001	368	377.383	403.541	320.001	509.999
Surf4	3168	4713	3911.571	4201.459	4622	5838
Surf6	457.999	620	583	608	710	808.001
Susd1	257	316.001	284	327	383	449
Susd2	14	4	4	16	6	18
Susd3	2	0	0	2	0	0
Susd4	0	0	5	2	0	4
Susd5	0	0	0	0	0	0
Susd6	1163	1379	1346	1411	1899.001	2002
Suv39h1	141	166.001	182.001	172.932	206.809	317.977
Suv39h2	22	27	26	27	43	46
Suz12	707	893	969.001	944	975	1206
Sv2a	0	0	1	1	3	3
Sv2b	0	0	1	0	0	0
Sv2c	0	2	1	4	2	2
